id,name,city,state,website,phone,glow_score,review_count,quality_score,review_reason,has_website,has_phone,services_count
"39efc65a-8dc8-4b55-8b41-a5be8b039069","Ella Davis Day Spa","Lauderhill","FL","","(954) 741-0203",5,0,55,"missing_image,no_website,low_reviews",false,true,1
"8a30363c-65c4-4b8b-9f10-dda9efdbb3c5","Brooke Esthetics Lash | Brow","Naples","FL","","(239) 260-5060",5,3,55,"missing_image,no_website,low_reviews",false,true,1
"56776489-b084-47bd-a03c-5450eb99e9a2","Estero Wellness Center","Estero","FL","","(239) 317-2948",4,3,55,"missing_image,no_website,low_reviews",false,true,1
"5dc83a1b-844f-4448-8ab4-2c04c80bf870","Come Get Bodied","Miami Gardens","FL","","(786) 457-7837",5,2,55,"missing_image,no_website,low_reviews",false,true,2
"eb2c9ebc-e92a-4184-9ff9-af85929388ec","MG Cosmetic Center","Miami Gardens","FL","","(786) 414-1603",4,6,55,"missing_image,no_website",false,true,1
"57197c6f-cba5-4a74-bae5-ae4b240a7c33","Hade Skincare & Therapy","Hallandale Beach","FL","","(786) 647-3218",5,0,55,"missing_image,no_website,low_reviews",false,true,1
"ece7f4cb-43d8-42a7-90dc-736254cdf1f4","Jill Art Aesthetics","Hallandale Beach","FL","","(415) 815-7938",5,0,55,"missing_image,no_website,low_reviews",false,true,1
"268bfcf7-c4a3-4c17-967f-66dab960b708","J.A. Esthetics","Hallandale Beach","FL","","(347) 361-8559",5,0,55,"missing_image,no_website,low_reviews",false,true,1
"02bc401f-2c2a-4cf5-a9d2-a79e677877ca","Primal Aesthetics - Delray Beach","Delray Beach",,"https://primalaesthetics.net/","(561) 870-0295",,0,60,"missing_image,low_reviews",true,true,7
"e7674d12-53f1-4b61-9dd0-a69a4589cbcf","Minni John Do","Fort Pierce","FL","https://www.wederm.com/provider/john-minni-do/","(772) 595-5995",,0,60,"missing_image,low_reviews",true,true,4
"bd1b9aec-d929-43fb-90b7-ac8b445ac3d4","CARE Esthetics","Vero Beach","FL","http://www.care-esthetics.com/","(772) 770-4787",,0,60,"missing_image,low_reviews",true,true,1
"2bb7820e-e498-4b2d-8a06-ef51fa06f46b","Vixen Doll Esthetics","Estero","FL","https://vixendollesthetics.as.me/schedule/089ae316","",5,8,60,"missing_image,no_phone",true,false,1
"9f46c58e-6d1b-4094-8249-eb4dbee7cee5","Westover Hills Laser Med Spa","San Antonio","Texas","http://westoverhillsmedspa.com/","(210) 463-9033",0,0,60,"missing_image,low_reviews",true,true,1
"eb37b6ff-c171-4402-b600-0cbb52dbc0b2","The DRIPBaR Austin The Domain","Austin","Texas","https://austin-the-domain.thedripbar.com/","(512) 649-8323",0,0,60,"missing_image,low_reviews",true,true,1
"26e659dd-abb5-4163-8a3d-eb3022943eb2","Serenity Holistic OB/GYN, Research Center & Wellness Spa","North Miami Beach","FL","https://serenityobgyn.com/","(305) 705-3377",0,0,60,"missing_image,low_reviews",true,true,1
"8034fb2b-fc69-4a12-9044-aae69aa7467a","Alejandra Moros Med Spa","North Miami Beach","FL","https://alemorosmedspa.square.site/","(305) 989-8632",,0,60,"missing_image,low_reviews",true,true,1
"8948e684-2dc4-4954-95f8-caec7c758ead","Summer Plastic Surgery","North Miami Beach","FL","https://www.summerplastic.surgery/","(786) 363-9810",,0,60,"missing_image,low_reviews",true,true,1
"67bf6c7d-a14d-4fef-bc49-488314091fd1","Marra's Beauty Bar","North Miami Beach","FL","https://www.marrasbeautybar.com/","(305) 440-4312",0,0,60,"missing_image,low_reviews",true,true,1
"c63ee91f-07fd-4cb8-90d9-6e0e8854afe0","Skin By Ashley","Estero","FL","http://skinbyashley.co/","",5,5,60,"missing_image,no_phone",true,false,1
"6c271f5f-86dd-4fce-a75a-607766900f69","Bella’s Image Salon","Miami Gardens","FL","https://bellas-image.square.site/","(954) 258-2154",0,0,60,"missing_image,low_reviews",true,true,2
"4a2fa5b1-8e2c-44e8-b8f6-29dad18b7a24","Adore Aesthetics & Wellness","Boynton Beach",,"https://adorebymz.com/","(561) 481-3751",0,0,60,"missing_image,low_reviews",true,true,3
"635f4a8f-ea9b-48d8-bacf-9b3dc7242287","Ageless Aesthetics & Wellness","Lakeland",,"http://www.agelesslakeland.com/","(863) 225-5400",0,0,60,"missing_image,low_reviews",true,true,4
"a65ec039-e162-41d6-be21-ac550a6930f6","Bella Viságe Medical & Aesthetic Rejuvenation","Lakeland",,"https://bellavisagelakeland.com/","(863) 333-0553",0,0,60,"missing_image,low_reviews",true,true,3
"a772438f-976e-4350-b04b-42fee1dea1a4","Medical Spa at Watson Clinic","Lakeland",,"https://www.watsonclinic.com/services/medical-spa-at-watson-clinic.html","(863) 904-6204",0,0,60,"missing_image,low_reviews",true,true,3
"4591f89c-b541-4d05-b742-19943ae0e1e3","DayDreams Day Spa & Massage","Lakeland",,"https://www.daydreamsdayspa.com/","(863) 686-5859",0,0,60,"missing_image,low_reviews",true,true,4
"183b8571-5031-47cc-84af-17509adece87","Dermafix Spa (Lakeland)","Lakeland",,"https://dermafixspalk.com/","(863) 250-4058",0,0,60,"missing_image,low_reviews",true,true,2
"aa12bac3-5b92-440b-98b1-818e97fe781b","4Ever Young Med Spa & Wellness Center - Doral","Doral",,"https://4everyoungantiaging.com/doral/?utm_source=google&utm_medium=organic&utm_campaign=gbp-doral","(305) 629-9992",0,0,60,"missing_image,low_reviews",true,true,6
"8e644afc-376f-494f-8456-0deea4b26e70","Royal Esthetics Laser Dentistry Bradenton - Dr. Ruba Reyal","Bradenton",,"https://www.laserdentistryonline.com/","(941) 748-0660",0,0,60,"missing_image,low_reviews",true,true,1
"e7f72e74-83c7-4883-aaef-dab9864750b8","Ageless Spa Center","Bradenton",,"https://bradenton-spacenter.com/","(941) 263-2765",0,0,60,"missing_image,low_reviews",true,true,1
"feb045df-2726-4d31-bac5-0199af76df7e","Aspire for Wellness Together","Bradenton",,"http://www.aspire4wt.com/","(941) 260-7804",0,0,60,"missing_image,low_reviews",true,true,3
"9453cd95-a01b-4f0e-ab3b-74c6e44bb2a9","Keyla Colon","Hallandale Beach","FL","https://www.hollywooddermatology.com/cosmetic-dermatology/esthetician-services/","(954) 456-5050",,0,60,"missing_image,low_reviews",true,true,1
"7ea5267a-12c8-4062-b1a6-3c17dfc9d13f","Wo/Man Luxe Med Spa","Hallandale Beach","FL","https://womanmedspa.com/","(305) 336-9373",,0,60,"missing_image,low_reviews",true,true,1
"355633d7-255c-468a-8772-712ecfd3a9f6","The Med Spa","Las Vegas","Nevada","http://www.themedspalasvegas.com/","(702) 755-7947",0,0,60,"missing_image,low_reviews",true,true,1
"440cac6e-5342-4993-9767-1f77a2486240","White Coat Aesthetics","Las Vegas","Nevada","https://whitecoataesthetics.com/","(702) 919-0017",0,0,60,"missing_image,low_reviews",true,true,1
"4caeccca-ee07-43a5-81c2-8572c84ffe74","Chic la Vie","Las Vegas","Nevada","https://chiclavie.com/","(702) 233-8535",0,0,60,"missing_image,low_reviews",true,true,1
"b84d85f7-67ad-433f-a5af-2f56afe134cc","The Look Med Spa","Las Vegas","Nevada","http://thelookmedspalv.com/","(702) 246-2238",0,0,60,"missing_image,low_reviews",true,true,1
"703d8d84-680b-4d56-9673-2feffbf25e35","Ageless Las Vegas","Las Vegas","Nevada","https://agelesslasvegas.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","(702) 874-3796",0,0,60,"missing_image,low_reviews",true,true,1
"7bd725ad-7d65-4cfe-b8d5-3f7c074f0243","New Life New Image Medical Spa","Las Vegas","Nevada","http://newlifenewimage.com/","(702) 918-5057",0,0,60,"missing_image,low_reviews",true,true,1
"4edb487e-ee51-4765-b6a5-c6b47f1fa49f","Skin Artisans at Edina Plastic Surgery","Edina","Minnesota","https://skinartisans.com/","(952) 592-6022",0,0,60,"missing_image,low_reviews",true,true,1
"7664dd25-ebdc-45d3-be87-b1663d001f5f","Pure Lux Medspa","Edina","Minnesota","https://www.mypurelux.com/","(952) 460-0160",0,0,60,"missing_image,low_reviews",true,true,1
"df01f220-01f1-43dd-b862-0d51de83afbc","Skin Rejuvenation Clinic PA","Edina","Minnesota","https://www.skinrejuvenationclinic.net/?utm_source=gbp&utm_medium=organic","(952) 920-6545",0,0,60,"missing_image,low_reviews",true,true,1
"3613fd5b-b6e8-4f4c-a3b4-ceac6f322f58","Medi-Weightloss Dallas/Preston Hollow","Dallas","Texas","https://mediweightloss.com/weight-loss-clinic/preston/?_ppc=RLTMYKTS5E&utm_source=listings&utm_medium=organic&utm_campaign=listings","(972) 587-0003",0,0,60,"missing_image,low_reviews",true,true,1
"57ec7fe5-bac4-4e4e-8949-1205be99b251","Taylor'd Wellness & Aesthetics","Dallas","Texas","http://www.taylordwellnessaesthetics.com/","(972) 799-3444",0,0,60,"missing_image,low_reviews",true,true,1
"5e7d5a50-b9d4-470f-9ff1-805149c1f5b6","MSkin Med Spa","Dallas","Texas","https://www.mskinmedspa.com/","(469) 318-4019",0,0,60,"missing_image,low_reviews",true,true,1
"c824a80b-a16f-471a-bc3d-776e93da37bb","Genesis Lifestyle Medicine","Dallas","Texas","https://www.genesislifestylemedicine.com/dallas/","(469) 694-8678",0,0,60,"missing_image,low_reviews",true,true,1
"aafdf5a8-ea7d-4de5-a9a9-9134c0896db0","Renaissance Rejuvenating Medicine","Cape Coral",,"http://renaissanceam.net/","(239) 800-3028",0,0,60,"missing_image,low_reviews",true,true,2
"77d34e85-fbaa-424a-a81f-c1115ac56219","SDBotox - Pacific Beach","San Diego","California","https://www.sdbotox.com/","(844) 732-6869",0,0,60,"missing_image,low_reviews",true,true,1
"8279c980-5fee-4e66-8249-0e87b2d628fe","LaserAway Hillcrest","San Diego","California","https://www.laseraway.com/locations/ca/san-diego-hillcrest/?utm_source=google&utm_medium=organic&utm_campaign=website-link","(619) 295-2929",0,0,60,"missing_image,low_reviews",true,true,1
"ca3de34a-12b8-4fa7-8eae-f4ecc1932ef0","Cutella Medical Spa","San Antonio","Texas","https://www.cutellamedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","(210) 201-5090",0,0,60,"missing_image,low_reviews",true,true,1
"05198bd2-2b44-4cf6-aee9-40645a20b559","Mirror Mirror Med Spa","Los Angeles","California","https://mirrormedspa.com/","(310) 909-9747",0,0,60,"missing_image,low_reviews",true,true,1
"194d3ef0-5922-4247-bfa8-b4817d7bb844","Vermont Med spa","Los Angeles","California","https://vermontmedspa.com/","(323) 906-7830",0,0,60,"missing_image,low_reviews",true,true,1
"ab16d6c7-8884-404d-acf5-c3384f226dfc","Cosmetic Medicine of Coral Gables","Coral Gables",,"http://www.reimaginecosmetics.com/","(786) 939-1225",0,0,60,"missing_image,low_reviews",true,true,1
"da145f15-8082-4888-a520-3121a0de1b54","Prime IV Hydration & Wellness (West University, TX)","Houston","Texas","https://primeivhydration.com/locations/texas/west-university-houston-77005/","(281) 843-3238",0,0,60,"missing_image,low_reviews",true,true,1
"a744cfaa-68aa-4a7e-b8b1-93def8fbd555","The DRIPBaR Houston Heights","Houston","Texas","https://houston-heights.thedripbar.com/?utm_campaign=gmb&utm_medium=organic&utm_source=houston-heights-tx-google-my-business","(713) 597-2618",0,0,60,"missing_image,low_reviews",true,true,1
"ecfde89b-4f30-4b57-a5cc-3d270cafb1b4","Platinum Medical Wellness & Aesthetics","Houston","Texas","https://platinummedicaltx.com/","(832) 400-4153",0,0,60,"missing_image,low_reviews",true,true,1
"4ab1e418-7c9e-463e-93da-804fd5c1b6df","Be Happy IV Hydration & Wellness - Houston IV Drip Health Spa & Weight Loss","Houston","Texas","https://behappyiv.com/social-bio/?utm_source=social_links&utm_medium=google&utm_campaign=link_page&utm_id=Website","(713) 428-2170",0,0,60,"missing_image,low_reviews",true,true,1
"fb691e7e-22db-48d0-bd41-a7584f6be3d6","4Ever Young Med Spa & Wellness Center - Vintage Park","Houston","Texas","https://4everyoungantiaging.com/vintage-houston/?utm_source=google&utm_medium=organic&utm_campaign=gbp-vintage-houston","(346) 527-0501",0,0,60,"missing_image,low_reviews",true,true,1
"6e480461-5eef-4ebe-ae40-1deb23a2052a","Drip Hydration - Mobile IV Therapy - Los Angeles","Los Angeles","California","https://driphydration.com/coverage-areas/los-angeles/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=website","(323) 931-4084",0,0,60,"missing_image,low_reviews",true,true,1
"6131936c-cba6-4bb3-9142-97415ba03994","Sculpt Med Spa Downtown Los Angeles","Los Angeles","California","https://www.sculptdtla.com/","(213) 265-7285",0,0,60,"missing_image,low_reviews",true,true,1
"607d6046-163a-4f52-aae3-37c4d69b5feb","South Coast MedSpa","Los Angeles","California","https://www.southcoastmedspa.com/los-angeles/","(877) 650-7267",0,0,60,"missing_image,low_reviews",true,true,1
"b3f54a20-9259-4e8f-9c1b-42a29e85827d","Doctor Drip IV Hydration","Los Angeles","California","https://ivdrdrip.com/","(424) 229-2329",0,0,60,"missing_image,low_reviews",true,true,1
"0688b1a0-e97d-450c-95b1-dfd111802e51","Dr. Lanna Aesthetics","New York","New York","https://doctorlanna.com/","(929) 492-2052",0,0,60,"missing_image,low_reviews",true,true,1
"776c20c8-9876-4918-9618-f1cce5dca673","BeautyFix Medspa Flatiron","New York","New York","http://www.beautyfixmedspa.com/","(212) 366-4787",0,0,60,"missing_image,low_reviews",true,true,1
"910fe3b8-5957-400d-8df8-29bb859b4cd6","4Ever Young Med Spa & Wellness Center - Marietta","Marietta","Georgia","https://4everyoungantiaging.com/marietta-sprayberry-square/?utm_source=google&utm_medium=organic&utm_campaign=gbp-marietta-sprayberry-square","(470) 740-6847",0,0,60,"missing_image,low_reviews",true,true,1
"2f13323f-381c-4fcc-b99a-eca4d67b27fa","Hebe Aesthetics and Vitality","Atlanta","Georgia","https://hebeaestheticsandvitality.com/","(470) 607-3866",0,0,60,"missing_image,low_reviews",true,true,1
"1898cbce-4fd1-4ab6-aabf-e2a7cdb764e9","Charette Cosmetics Medical Spa - Atlanta","Atlanta","Georgia","https://charettecosmetics.com/atlanta/?utm_source=google&utm_medium=organic&utm_campaign=GBPAtlanta","(404) 430-4378",0,0,60,"missing_image,low_reviews",true,true,1
"15d8c186-f414-4105-b2fc-3b7d8a3f9e3b","A Bless Beauty Medspa and Clinic","Atlanta","Georgia","https://ablessbeauty.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business","(404) 513-5625",0,0,60,"missing_image,low_reviews",true,true,1
"a1340118-963d-4fb2-a83b-fd84177b75ec","dermani MEDSPA® Summerhill","Atlanta","Georgia","https://dermanimedspa.com/summerhill-atlanta-ga/","(678) 261-7744",0,0,60,"missing_image,low_reviews",true,true,1
"0609ae52-1ce1-4a66-881e-647c858732b5","Beautiful You Weight and Skin Solutions","Atlanta","GA","http://www.beautifulyouatlanta.com/","(678) 424-1176",0,0,60,"missing_image,low_reviews",true,true,1
"2654829b-07b7-4876-b1b1-b59a7bfe2cb0","Clinique des Champs Élysées","New York","New York","https://newyork.crpce.com/","(212) 812-1107",0,0,60,"missing_image,low_reviews",true,true,1
"e64e5052-d0f7-4f81-ad4d-51870b66931a","Perfect Med Spa","New York","New York","https://www.perfectmedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Perfect-Med-Spa&utm_content=website","(212) 901-0656",0,0,60,"missing_image,low_reviews",true,true,1
"067d9b2e-6538-4e3a-97ff-ebe948484b94","Derma Beauty Infinity Medical Spa","Pembroke Pines",,"http://dermabeautyinfinity.com/","(954) 374-8571",0,0,60,"missing_image,low_reviews",true,true,3
"78e0fb83-cab2-425c-ae0e-cc17c710c624","Prime IV Hydration & Wellness - Beaverton","Beaverton","Oregon","https://primeivhydration.com/locations/oregon/beaverton-97007/","(503) 782-9843",0,0,60,"missing_image,low_reviews",true,true,1
"8898f447-4d51-4393-a45c-5d4215638f1e","LaserAway Portland","Tualatin","Oregon","https://www.laseraway.com/locations/or/portland-tigard/?utm_source=google&utm_medium=organic&utm_campaign=website-link","(503) 809-2810",0,0,60,"missing_image,low_reviews",true,true,1
"040f4aab-f318-4081-a2a5-5ca45466883a","Weight Loss Clinic Portland","Portland","Oregon","https://weightlossclinicportland.com/","(971) 435-5677",0,0,60,"missing_image,low_reviews",true,true,1
"1be3543d-2693-40b1-b0b8-02741cdc93a3","Health Plus","Portland","Oregon","http://healthplustoday.com/","(503) 251-8876",0,0,60,"missing_image,low_reviews",true,true,1
"65665c11-8a28-4bb5-b015-d18c40a4f007","Optifit Medical Weight Loss & Wellness Clinic","Portland","Oregon","https://optifitclinics.com/","(503) 419-9724",0,0,60,"missing_image,low_reviews",true,true,1
"19596815-da4d-491c-9f7d-adc2f5d85fd6","Four Seasons Laser Center","Boston","Massachusetts","http://www.fourseasonslasercenter.com/","(561) 419-0022",0,0,60,"missing_image,low_reviews",true,true,1
"4cce0b8c-391d-49ef-a3d6-ccd127c6d91e","Medical Spa by Nurse Fiona","Framingham","Massachusetts","http://www.nursefiona.com/","(855) 762-6869",0,0,60,"missing_image,low_reviews",true,true,1
"66136490-0eee-4917-8137-26272f5b32c6","Hollywood Body & Face Westminster","Westminster","Colorado","https://hollywoodbodyandface.com/westminster/?utm_source=google&utm_medium=organic&utm_campaign=gmb-denver","(303) 466-0100",0,0,60,"missing_image,low_reviews",true,true,1
"4abcfd07-69b8-4558-b508-5eedf6ae925a","Dermamode Spa (Cape Coral)","Cape Coral",,"https://www.dermamodespacc.com/","(239) 323-4333",0,0,60,"missing_image,low_reviews",true,true,1
"e3457f2f-4f12-453c-984a-9520f40d4e48","Optimal Wellness","Cape Coral",,"http://www.optimalwellnesscapecoral.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13075942150011284242","(239) 766-6248",0,0,60,"missing_image,low_reviews",true,true,3
"11bed910-e8bf-4b71-bba7-4a052a1add9d","Ageless Remedies SouthPark","Charlotte","North Carolina","https://agelessremediessouthpark.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb","(704) 385-1681",0,0,60,"missing_image,low_reviews",true,true,1
"70d6752a-5e1c-42dc-ace1-7a02b0cfd0aa","REFRESH Laser Spa","Charlotte","North Carolina","https://www.readysetrefreshed.com/","(704) 729-4485",0,0,60,"missing_image,low_reviews",true,true,1
"7b0b0aec-958d-4a7f-a8a0-8364d1b888bc","Essential Aesthetics and Laser","Charlotte","North Carolina","https://ealasercenter.com/","(704) 625-6567",0,0,60,"missing_image,low_reviews",true,true,1
"55c1e127-18b1-4ef1-b691-3ff5340d02c1","Dr Girouards Weight Loss & Wellness Clinic - Charlotte","Charlotte","North Carolina","https://drgirouardmd.com/","(704) 766-1000",0,0,60,"missing_image,low_reviews",true,true,1
"9cf515d0-3a16-4fc9-8d35-d4dad3a7f9cd","Urban Medspa & Weight Loss Center","Charlotte","North Carolina","https://urbanmedspacharlotte.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","(704) 971-9191",0,0,60,"missing_image,low_reviews",true,true,1
"a3667efb-2003-45f3-a203-3c13192433d8","LightRx - Charlotte","Charlotte","North Carolina","https://www.lightrx.com/locations/charlotte/","(704) 307-2562",0,0,60,"missing_image,low_reviews",true,true,1
"ba788964-cde7-408e-92ae-ef7b7d2fe1c6","Semper Laser","Charlotte","North Carolina","https://www.semperlaser.com/","(980) 236-1803",0,0,60,"missing_image,low_reviews",true,true,1
"3695ca16-09b4-4f1e-a37d-d1d7a92387fb","Pines Aesthetics Coral Springs","Coral Springs",,"https://pinesaesthetics.com/","(754) 225-5152",0,0,60,"missing_image,low_reviews",true,true,2
"2d5e0a5a-f217-4bbb-8526-489bae48047c","Icon MD Medical Spa + Laser Center Waltham","Waltham","Massachusetts","https://www.iconmd.com/massachusetts/","(781) 907-7891",0,0,60,"missing_image,low_reviews",true,true,1
"38cd916d-05b2-4bff-b74e-ea8c42907487","LaserAway Fenway","Boston","Massachusetts","https://www.laseraway.com/locations/ma/boston-fenway/?utm_source=google&utm_medium=organic&utm_campaign=website-link","(617) 420-6080",0,0,60,"missing_image,low_reviews",true,true,1
"43fb20f1-d7d5-4dc2-ba97-b67a03372ebc","Skin Defyne Medspa","Westwood","Massachusetts","http://www.skindefynemedspa.com/","(781) 410-2920",0,0,60,"missing_image,low_reviews",true,true,2
"e3f9191a-6fe7-44a6-9d63-689960b8e839","LuxDerm Medspa","Concord","Massachusetts","https://luxdermmedspa.com/","(978) 951-6280",0,0,60,"missing_image,low_reviews",true,true,1
"7a15947d-6a7e-46e6-af38-72a808d9cac6","Lormin Med Spa","Coral Springs",,"https://www.lorminmedspa.com/reserve-online","(305) 250-8837",0,0,60,"missing_image,low_reviews",true,true,3
"356f0a60-9183-47eb-a5a9-8cadf4ba6788","Lueur Aesthetics","Clearwater",,"https://lueuraesthetics360.com/","(727) 592-5414",0,0,60,"missing_image,low_reviews",true,true,1
"073b3065-ec5b-4f00-9bdc-8c08dcd94d39","Healthy Aesthetics","Clearwater",,"https://weightlossandaesthetics.com/","(727) 242-2224",0,0,60,"missing_image,low_reviews",true,true,1
"8423ea59-1404-466a-8554-bf829b0bbfd9","Aesthetic skin studio","Clearwater",,"https://aestheticskinstudioclearwater.com/","(727) 418-1684",0,0,60,"missing_image,low_reviews",true,true,1
"e052925e-25ab-4c3a-a290-bcec753af09c","Epic Aesthetics & Surgery","Clearwater",,"http://www.hrthouse.com/","(727) 477-3636",0,0,60,"missing_image,low_reviews",true,true,1
"8d381025-3cb2-4fb5-9ed3-074c540c8715","BLISS Medical","Clearwater",,"https://blissmedical.com/?utm_source=googlemaps&utm_medium=organic&utm_campaign=gmaps_click","(727) 777-6108",0,0,60,"missing_image,low_reviews",true,true,1
"09f7f1f1-503c-452c-af71-17e0ed7758a1","Chelsea Vacca Medical Aesthetics (FKA Lotus Aesthetics)","Sarasota",,"http://chelseavaccamedical.com/","(941) 441-4744",0,0,60,"missing_image,low_reviews",true,true,1
"ad2ad22d-9590-4727-8dca-19365bca65a5","Facial Mania Med Spa - Coral Gables","Coral Gables",,"https://facialmaniamedspamiami.com/","(305) 376-7261",0,0,60,"missing_image,low_reviews",true,true,4
"2c648509-b328-4ed5-94a2-b892af079d6f","Med Aesthetics Miami","Coral Gables",,"https://medaestheticsmiami.com/?utm_source=google&utm_medium=organic&utm_content=gables&utm_campaign=gmb","(305) 356-7402",0,0,60,"missing_image,low_reviews",true,true,5
"d2f57c59-d92c-492d-9e54-0f79811571a8","Bliss Wellness and Aesthetic Studios","Fort Lauderdale",,"http://www.blisswellnessstudios.com/","(800) 332-1088",,0,60,"missing_image,low_reviews",true,true,1
"da8c2423-484a-40e0-bb79-ab2103439008","AARX Weight Loss Jacksonville","Jacksonville",,"https://www.aarxweightloss.com/","(904) 621-2202",,0,60,"missing_image,low_reviews",true,true,1
"160b76ab-9a8f-42ea-80df-2b04639e2c12","LS Aesthetic Studio","Jacksonville",,"http://www.lsaestheticstudio.com/","(813) 358-8598",,0,60,"missing_image,low_reviews",true,true,1
"81cdec72-416c-4a53-a975-47232a2ce13b","UF Health Aesthetics and Head and Neck Surgery - North","Jacksonville",,"https://ufhealthjax.org/locations/uf-health-aesthetics-and-head-and-neck-surgery-north","(904) 383-1480",,0,60,"missing_image,low_reviews",true,true,1
"2e9a177a-2cb7-4582-b507-560e7f6b0e6c","CARE Esthetics","Miami",,"http://www.care-esthetics.com/","(305) 572-1600",0,0,60,"missing_image,low_reviews",true,true,4
"43af59ce-70e3-457d-9527-d843e1376b19","Vital Essence Med Spa","Miami",,"https://spaamos.shop/","(440) 613-8494",,0,60,"missing_image,low_reviews",true,true,1
"6472261f-a584-40dd-a6eb-85b0a6d4cb7d","Reign Medical Aesthetics & Wellness - Windermere","Orlando",,"https://www.reignmedicalaesthetics.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb","(352) 241-4221",0,0,60,"missing_image,low_reviews",true,true,1
"65400e30-8d86-4b2f-8b56-4db6b4686b93","Elements Rejuvenating Med Spa - Orlando","Orlando",,"https://skinandstem.com/","(407) 450-5747",,0,60,"missing_image,low_reviews",true,true,1
"ed050bf6-194b-49b0-a56c-a83f9e6cdd48","BioHp Med Spa & Wellness","Orlando",,"https://biohpmedspa.com/","(407) 921-5228",,0,60,"missing_image,low_reviews",true,true,1
"361d38f9-29b5-49ca-914f-b21bfe3d66cd","Crown & Ryxes: Hair Restoration & Men's Sexual Wellness","Orlando",,"https://crownandryxes.com/","(352) 241-4221",,0,60,"missing_image,low_reviews",true,true,1
